0,1,title,cluster
-2.7049928895307103,-6.249258970069245,#Horror,0
2.1507385019504923,-10.482537213383985,'Crocodile' Dundee II,1
9.632279791244642,-2.5944325278288702,'G' Men,0
9.412822385222047,-2.9542011947461604,'Gung Ho!': The Story of Carlson's Makin Island Raiders,0
-8.813751818321945,-4.721866145022961,'Northwest Passage' (Book I -- Rogers' Rangers),3
-4.122831585120381,2.2824712299913243,'Til There Was You,1
8.443182703097285,5.561015392762888,(500) Days of Summer,3
-0.6442511361374489,-0.5595041848511401,...E tu vivrai nel terrore! L'aldil,2
2.4316306437041466,1.0576531564018086,.45,0
-1.7393064899867587,0.2984187453617707,.com for Murder,2
-7.410419750732672,-0.35363542966940925,1 - Nenokkadine,2
-2.75994508657082,0.7207952586780113,1 chance sur 2,0
6.592978191365216,1.5741718824050681,10 Cloverfield Lane,0
1.5312851328581414,9.625558910264223,10 Questions for the Dalai Lama,2
-4.133294630938202,2.276159885528588,10 Rules for Sleeping Around,1
8.582231377330318,5.055429260111627,10 Things I Hate About You,3
4.818119463304521,-4.131539838412757,10 to Midnight,0
4.66736784363857,8.785800627470165,"10,000 BC",0
0.6153319333114013,-4.222087188842864,100 Feet,2
-0.1412524281087972,-2.412960761419997,100 Ghost Street: The Return of Richard Speck,2
-4.611758835684629,-7.066213533979044,100 Mile Rule,1
-1.3001613019277836,9.147328589119951,100 Rifles,3
-0.21782980634776372,-2.5161385164927355,100 Tears,2
2.2389116272056264,-7.750010900165996,101 Dalmatians,1
1.6390280604047918,-8.005772031838834,102 Dalmatians,1
3.615762222603047,0.6303129127052762,10th & Wolf,0
-5.592072816997419,7.627590230413087,11:14,0
7.0800159558748454,0.21497763651565555,12,0
8.172160070164914,-3.6507659105952164,12 Angry Men,0
-7.987710652173183,-1.5020505195228944,12 Rounds,2
-1.17400376239427,5.666932403175106,12 Rounds 2: Reloaded,2
6.521283186048501,2.7167470774371267,12 Years a Slave,0
5.972946258595969,-0.3644319181445615,12 and Holding,0
-2.2473210500125123,-3.77902629987757,12 to the Moon,2
6.050971608809271,0.4783132308389931,120,0
6.866678537372452,2.0231844866924176,127 Hours,0
0.8625410060367456,3.4576749462221783,13 Going on 30,1
1.5254168312521212,7.0932550108705446,13 Hours,0
-4.694436605873874,-6.953921814068728,13 Moons,1
-4.038085890551548,-3.1231869673029666,13 Sins,2
-3.6073092068217796,-2.151086488726062,1408,2
4.662760982851792,-2.3904734993236856,1492: Conquest of Paradise,0
2.0577670274897675,5.831454867574285,15 Minutes,0
1.635993685680009,6.541806065857315,16 Blocks,0
3.003983076548167,1.1370971815323314,1612: Khroniki smutnogo vremeni,0
-4.443119190664606,8.530403434347349,17 Again,0
6.764993909738832,-4.140723307887593,1776,0
-0.3927359979139857,-6.108229141549374,1941,1
6.9528904595761745,5.070923038826021,2 Days in New York,3
-7.093189116660129,-1.3981732337888355,2 Fast 2 Furious,2
-2.761748201324201,0.7209899226647046,2 Guns,0
0.929822636047796,3.5721033812920506,20 Dates,1
-4.9244854715494295,-8.230253215840813,20 Year Old Virgins,1
-2.6856998248054396,-6.2986888208714,20 Years After,0
-4.704584321585391,-0.6112561560802571,"20,000 Leagues Under the Sea",2
8.628190852951288,-3.983890453185736,"20,000 Leagues Under the Sea",0
4.73385391879971,1.5518312142161108,20-seiki shnen: Dai 2 sh - Saigo no kib,0
-3.7706668874438396,-2.3874464077877358,20-seiki shnen: Honkaku kagaku bken eiga,2
7.522153711003928,4.267098092367924,200 Cigarettes,3
-2.454306015107052,1.4692892282061671,200 Motels,1
1.5030392898347378,-8.401649036457686,2001 Maniacs,1
0.2814299907318815,-0.3105072944519207,2001: A Space Odyssey,2
0.41504025017493545,-8.33830266990954,2001: A Space Travesty,1
1.9487827899035146,5.989998664407341,2009 loseuteu maemorijeu,0
-0.8003313494090248,-0.618308287997401,2010,2
1.5249553985564355,9.703023722056981,2016: Obama's America,2
-8.904200772939872,3.599841563291499,2046,3
-5.601686753945283,8.747646196269848,20th Century Women,0
6.129120661692848,0.8613014940201522,21,0
-4.79352392098242,-8.414767264510656,21 & Over,1
6.895364492748063,-0.3369033012464477,21 Grams,0
0.11555985147252983,-6.345971094203484,21 Jump Street,1
0.10622183982729833,-6.366787241290489,22 Jump Street,1
3.859659684245419,2.3436053650327757,23 Blast,0
1.0688385853558668,-0.614634207012675,23 Paces to Baker Street,2
-3.09108973288072,3.621474698763125,24 Hours,2
0.7251450548872604,-3.753162585240617,247F,2
-5.591875633679507,7.404133314721332,25 Watts,0
6.718847965722403,-0.5414208477195962,25th Hour,0
0.6407216691582893,3.3322966580754163,27 Dresses,1
-4.308575575089461,6.976050006196611,28 Days,0
6.836961283324935,2.1135655488407856,28 Days Later...,0
6.391387023501624,0.6725061626491615,28 Weeks Later,0
-1.2719795450255726,3.966992265747629,29 Palms,0
0.558419613260023,-3.5460419318303713,2:13,2
-2.494310214434095,-6.684534111772214,3 Backyards,0
1.0628690743027238,6.47209555299776,3 Days to Kill,0
2.269449317021381,-5.196849446595915,3 Geezers!,1
9.115721490356504,-3.4038769881140234,3 Godfathers,0
-4.859678749351399,6.138365128102372,3 Men and a Baby,0
2.1513825143691534,-10.483571293900985,3 Ninjas,1
2.150555196016947,-10.48256886025552,3 Ninjas Kick Back,1
0.6316316887357244,-8.257567658018202,3 Strikes,1
6.365428611310693,-4.22153397998836,3 Women,0
-4.13367951522702,2.2764463289486936,30 Beats,1
-3.657189828595026,-2.401948836183087,30 Days of Night,2
0.1413302535073203,-6.410589316814607,30 Minutes or Less,1
